laptop_ID;Company;Product;TypeName;ScreenResolution;Cpu;Ram;Memory;Gpu;Gpu_Intel;OpSys;Weight;Rating;Price_euros
306;Asus;FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256;Nvidia GeForce GTX 1050;no;Windows 10;2,5;6,4;999
307;HP;EliteBook 840;Notebook;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,48;5,9;1268
308;Dell;Inspiron 7570;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;1152;Nvidia GeForce 940MX;no;Windows 10;1,9;6,5;1049
309;HP;Elitebook 850;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,84;8,2;1144
310;Asus;X541NA (N3350/4GB/1TB/Linux);Notebook;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;1024;Intel HD Graphics 500;yes;Linux;2;9,4;274,99
311;Dell;Inspiron 7570;Notebook;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256;Nvidia GeForce 940MX;no;Windows 10;2;5,6;1142,75
312;Dell;Inspiron 3552;Notebook;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;500;Intel HD Graphics;yes;Linux;2,2;8,9;274,9
313;Lenovo;IdeaPad 320-15ABR;Notebook;Full HD 1920x1080;AMD A12-Series 9720P 3.6GHz;12;2048;AMD Radeon 530;no;Windows 10;2,2;8,7;899
314;HP;ProBook 450;Notebook;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;8;1024;Nvidia GeForce 930MX;no;Windows 10;2,1;8,7;716
315;Lenovo;Yoga 920-13IKB;2 in 1 Convertible;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 8550U 1.8GHz;16;512;Intel UHD Graphics 620;yes;Windows 10;1,4;8;2099
316;Dell;XPS 13;Ultrabook;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256;Intel UHD Graphics 620;yes;Windows 10;1,2;9,1;1579
317;Lenovo;Legion Y520-15IKBN;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;2304;Nvidia GeForce GTX 1050 Ti;no;Windows 10;2,4;9,7;1129
318;HP;Stream 14-AX001nv;Notebook;1366x768;Intel Celeron Dual Core N3060 1.6GHz;2;32;Intel HD Graphics 400;yes;Windows 10;1,44;9,7;279
319;Dell;Latitude 5590;Ultrabook;Full HD 1920x1080;Intel Core i7 8650U 1.9GHz;16;768;Intel UHD Graphics 620;yes;Windows 10;1,88;6,3;1607,96
320;Asus;VivoBook Flip;2 in 1 Convertible;Touchscreen 1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;32;Intel HD Graphics 500;yes;Windows 10;1,5;9,4;375
321;Dell;Inspiron 5570;Ultrabook;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;1024;AMD Radeon 530;no;Windows 10;1,9;7,7;663
322;Dell;XPS 15;Notebook;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7700HQ 2.8GHz;16;512;Nvidia GeForce GTX 1050;no;Windows 10;2,06;7,5;2027,42
323;HP;Elitebook 850;Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,84;6,2;1304
324;MSI;GP72MVR 7RFX;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1152;Nvidia GeForce GTX 1060;no;Windows 10;2,7;0;1409
325;HP;Zbook 15;Workstation;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256;Nvidia Quadro M1200;no;Windows 10;2,6;5,7;1738,27
326;Toshiba;Tecra A50-C-21G;Notebook;IPS Panel Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;16;512;Nvidia GeForce 930M;no;Windows 10;2,4;6;1403
327;Dell;Inspiron 5570;Notebook;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;2176;AMD Radeon 530;no;Windows 10;2,02;6,1;970,9
328;Dell;Inspiron 7577;Gaming;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1024;Nvidia GeForce GTX 1050;no;Windows 10;2,65;6,6;999
329;Dell;Inspiron 3567;Notebook;Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;8;2048;Intel HD Graphics 620;yes;Windows 10;2,36;6,9;557,37
330;Dell;Latitude 7480;Notebook;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,36;5,6;1427
331;HP;250 G6;Notebook;1366x768;Intel Core i3 6006U 2GHz;4;500;Intel HD Graphics 520;yes;Windows 10;1,86;7,2;439
332;Asus;Zenbook UX410UA-GV027T;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;2;8;945
333;Lenovo;IdeaPad 320-17IKB;Notebook;1600x900;Intel Core i5 7200U 2.5GHz;6;1152;Nvidia GeForce GTX 940MX;no;Windows 10;2,8;5,2;719
334;HP;250 G6;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1024;Intel HD Graphics 620;yes;Windows 10;1,86;7,1;639
335;HP;15-AY023na (N3710/8GB/2TB/W10);Notebook;1366x768;Intel Pentium Quad Core N3710 1.6GHz;8;2048;Intel HD Graphics 405;yes;Windows 10;2,04;8,3;389
336;Dell;Inspiron 5770;Notebook;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;1152;AMD Radeon 530;no;Windows 10;2,8;6,1;1085
337;Dell;Inspiron 5567;Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;AMD Radeon R7 M445;no;Windows 10;2,33;7,4;899
338;HP;Elitebook 1040;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,36;9,7;1750
339;Asus;ZenBook Flip;2 in 1 Convertible;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;12;2560;Nvidia GeForce GT 940MX;no;Windows 10;2,26;7,6;1099
340;Acer;Aspire 3;Notebook;1366x768;AMD A9-Series 9420 3GHz;4;128;AMD Radeon R5;no;Windows 10;2,1;7,3;426
341;Asus;Rog Strix;Gaming;IPS Panel Full HD 1920x1080;AMD Ryzen 1700 3GHz;16;1280;AMD Radeon RX 580;no;Windows 10;3,25;7,7;2199
342;Lenovo;IdeaPad 110-17ACL;Notebook;1600x900;AMD A8-Series 7410 2.2GHz;4;128;AMD Radeon R5;no;Windows 10;2,6;7,2;489
343;Dell;Inspiron 5379;2 in 1 Convertible;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;256;Intel UHD Graphics 620;yes;Windows 10;1,62;9,4;869,01
344;HP;15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10);Notebook;Full HD 1920x1080;AMD A9-Series 9420 3GHz;4;256;AMD Radeon R5;no;Windows 10;1,91;9,8;488,99
345;Lenovo;Yoga 11e;Netbook;Other;Intel Celeron Quad Core N3450 1.1GHz;4;128;Intel HD Graphics 500;yes;Windows 10;1,59;8,3;553
346;Dell;Inspiron 3552;Notebook;1366x768;Intel Celeron Dual Core N3060 1.60GHz;4;500;Intel HD Graphics 400;yes;Windows 10;1,8;8,3;309
347;Asus;VivoBook E403NA;Notebook;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;32;Intel HD Graphics 500;yes;Windows 10;1,5;5,4;286
348;Acer;Aspire 7;Notebook;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1024;Nvidia GeForce GTX 1050;no;Linux;2,4;6;846
349;HP;Omen 17-w212nv;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1152;Nvidia GeForce GTX 1050;no;Windows 10;3,35;8;1191
350;Asus;ROG Strix;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1152;Nvidia GeForce GTX 1060;no;Windows 10;2,3;7,4;1655
351;Lenovo;IdeaPad 720S-14IKB;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Nvidia GeForce 940MX;no;Windows 10;1,5;9,1;1099
352;Asus;Zenbook Flip;Ultrabook;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;512;Intel HD Graphics 620;yes;Windows 10;1,1;7,4;1748,9
353;Lenovo;Thinkpad X1;Ultrabook;Other;Intel Core i7 7500U 2.7GHz;8;512;Intel HD Graphics 620;yes;Windows 10;1,13;7,1;2282
354;Lenovo;Ideapad 510S-13IKB;Notebook;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;128;Intel HD Graphics 620;yes;Windows 10;1,5;7,8;549
355;Dell;Precision 3510;Workstation;Full HD 1920x1080;Intel Core i5 6440HQ 2.6GHz;8;500;AMD FirePro W5130M;no;Windows 10;2,23;9,1;1369
356;Dell;Precision 5520;Workstation;IPS Panel Full HD 1920x1080;Intel Core i7 6820HQ 2.7GHz;8;256;Nvidia Quadro M1200;no;Windows 10;2;5,9;2135
357;Lenovo;ThinkPad X1;2 in 1 Convertible;Other;Intel Core i7 7500U 2.7GHz;16;512;Intel HD Graphics 620;yes;Windows 10;1,42;10;2509
358;Asus;Rog GL753VD-GC042T;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1024;Nvidia GeForce GTX 1050;no;Windows 10;3;6,6;1039
359;Asus;Rog GL753VE-GC070T;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1280;Nvidia GeForce GTX 1050 Ti;no;Windows 10;3;6,9;1591
360;Acer;Aspire 5;Notebook;Other;Intel Core i5 8250U 1.6GHz;12;1024;Nvidia GeForce MX130;no;Windows 10;2,2;8,1;693,99
361;MSI;Leopard GP72M;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256;Nvidia GeForce GTX 1050 Ti;no;Windows 10;2,7;0;1349
362;Dell;Inspiron 5567;Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;AMD Radeon R7 M445;no;Linux;2,33;7,1;778,87
363;HP;15-BW004nv (A9-9420/4GB/256GB/Radeon;Ultrabook;Full HD 1920x1080;AMD A9-Series 9420 3GHz;4;256;AMD Radeon 520;no;Windows 10;1,91;5,5;499
364;Lenovo;ThinkPad E580;Notebook;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256;AMD Radeon RX 550;no;Windows 10;2,1;5,2;1229,56
365;Lenovo;ThinkPad L470;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,9;9,9;938
366;Dell;Precision M5520;Workstation;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7700HQ 2.8GHz;8;256;Nvidia Quadro M1200;no;Windows 10;1,78;10;2712
367;Lenovo;Thinkpad X1;Ultrabook;Other;Intel Core i7 7500U 2.7GHz;16;1024;Intel HD Graphics 620;yes;Windows 10;1,13;5;2625
368;Lenovo;IdeaPad 320-15IAP;Notebook;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;1024;Intel HD Graphics 500;yes;Windows 10;2,2;9;306
369;Asus;FX753VD-GC461T (i7-7700HQ/16GB/1TB;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1280;Nvidia GeForce GTX 1050;no;Windows 10;2,9;9,2;1529
370;Lenovo;ThinkPad E580;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;1280;AMD Radeon RX 550;no;Windows 10;2,1;7,1;1144,5
371;Acer;Aspire 7;Notebook;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256;Nvidia GeForce GTX 1050;no;Linux;2,5;6,4;879
372;MSI;GE73VR 7RF;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1280;Nvidia GeForce GTX 1070;no;Windows 10;2,8;0;2249
373;Asus;Zenbook 3;Ultrabook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512;Intel HD Graphics 620;yes;Windows 10;1,1;6,5;1873
374;Toshiba;Portege Z30-C-16P;Ultrabook;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;16;512;Intel HD Graphics 520;yes;Windows 10;1,2;8,1;1747
375;Dell;Latitude 7480;Ultrabook;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8;512;Intel HD Graphics;yes;Windows 10;1,36;6,5;1680
376;Lenovo;IdeaPad 320-15ISK;Notebook;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;500;Intel HD Graphics 520;yes;Windows 10;2,2;8,5;409
377;Lenovo;Lenovo IdeaPad;Notebook;1366x768;Intel Celeron Dual Core N3350 1.1GHz;2;32;Intel HD Graphics 500;yes;Windows 10;1,15;9;304,45
378;Lenovo;ThinkPad P51;Workstation;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;512;Nvidia Quadro M1200;no;Windows 10;2,67;8,6;1925
379;Lenovo;Thinkpad T470p;Ultrabook;Other;Intel Core i7 7700HQ 2.8GHz;8;512;Nvidia GeForce GT 940MX;no;Windows 10;1,7;8,1;1943
380;HP;15-BS028nv (i3-6006U/4GB/1TB/Radeon;Notebook;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;1024;AMD Radeon 520;no;Windows 10;2,1;7,7;469
381;Acer;Aspire R7;2 in 1 Convertible;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;8;256;Intel HD Graphics 520;yes;Windows 10;1,6;8;789,01
382;Asus;ZenBook Flip;2 in 1 Convertible;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,27;8,5;928
383;Dell;Inspiron 3567;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;256;AMD Radeon R5 M430;no;Linux;2,3;5,5;598,9
384;Dell;Latitude 3380;Notebook;1366x768;Intel Core i3 6006U 2GHz;4;128;Intel HD Graphics 520;yes;Windows 10;1,65;7;689
385;HP;EliteBook 1040;Ultrabook;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256;Intel HD Graphics 520;yes;Windows 10;1,43;5,9;1500
386;Dell;Inspiron 3567;Notebook;1366x768;Intel Core i5 7200U 2.5GHz;8;1024;Intel HD Graphics 620;yes;Windows 10;2,14;7,2;539,95
387;Lenovo;ThinkPad E480;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256;AMD Radeon RX 550;no;Windows 10;1,75;7,9;1215,38
388;Lenovo;Yoga 720-15IKB;2 in 1 Convertible;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7700HQ 2.8GHz;16;512;Nvidia GeForce GTX 1050;no;Windows 10;2;9,8;1899
389;Chuwi;LapBook 12.3;Notebook;Other;Intel Celeron Quad Core N3450 1.1GHz;6;64;Intel HD Graphics 500;yes;Windows 10;1,4;5,6;449
390;HP;ProBook 650;Notebook;Full HD 1920x1080;Intel Core i7 7820HQ 2.9GHz;8;256;Intel HD Graphics 630;yes;Windows 10;2,31;7,4;1427
391;Asus;X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce;Notebook;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;8;1024;Nvidia GeForce 940MX;no;Linux;2,3;8,1;597
392;Dell;Alienware 17;Gaming;Other;Intel Core i7 7820HK 2.9GHz;16;1280;Nvidia GeForce GTX 1070;no;Windows 10;4,42;7,7;2799
393;Dell;Inspiron 7577;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1152;Nvidia GeForce GTX 1050 Ti;no;Windows 10;2,62;5;1159
394;Dell;Inspiron 5570;Notebook;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;2304;AMD Radeon 530;no;Windows 10;2,02;8,9;1142,4
395;Dell;Latitude 5480;Ultrabook;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8;256;Intel HD Graphics 620;yes;Linux;1,6;9,5;1099
396;HP;Omen 17-w207nv;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12;1280;Nvidia GeForce GTX 1070;no;Windows 10;3,35;5,2;1999
397;Mediacom;FlexBook Edge;2 in 1 Convertible;IPS Panel Full HD / Touchscreen 1920x1080;Intel Celeron Dual Core N3350 1.1GHz;4;32;Intel HD Graphics 500;yes;Windows 10;1,16;7;299
398;Samsung;Chromebook 3;Netbook;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;16;Intel HD Graphics 400;yes;Chrome OS;1,15;7,2;269
399;Lenovo;Thinkpad 13;Notebook;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,4;7,4;1010
400;Lenovo;IdeaPad 320s-14IKB;Notebook;IPS Panel Full HD 1920x1080;Intel Core i3 7130U 2.7GHz;4;128;Intel HD Graphics 620;yes;Windows 10;1,7;7,7;599
401;Lenovo;Thinkpad T570;Workstation;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7600U 2.8GHz;16;512;Nvidia GeForce 940MX;no;Windows 10;2,3;7,6;2445
402;Lenovo;Thinkpad P51;Notebook;Full HD 1920x1080;Intel Core i7 7820HQ 2.9GHz;16;512;Nvidia Quadro M2200M;no;Windows 10;2,5;9;2449
403;Asus;Rog Strix;Gaming;Full HD 1920x1080;AMD Ryzen 1600 3.2GHz;8;1280;AMD Radeon RX 580;no;Windows 10;3,2;9,5;1695
404;HP;15-ra044nv (N3060/4GB/500GB/W10);Notebook;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;500;Intel HD Graphics 400;yes;Windows 10;2,1;9,8;347
405;Google;Pixelbook (Core;Ultrabook;Other;Intel Core i7 7Y75 1.3GHz;16;512;Intel HD Graphics 615;yes;Chrome OS;1,1;3,3;2199
406;Lenovo;ThinkPad T470s;Ultrabook;Other;Intel Core i7 7500U 2.7GHz;24;512;Intel HD Graphics 620;yes;Windows 10;1,32;5,5;2382
407;Asus;VivoBook Max;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;256;Intel HD Graphics 620;yes;Linux;2;9,4;559
408;Lenovo;IdeaPad 320-15AST;Notebook;1600x900;AMD A6-Series 9220 2.5GHz;8;1024;AMD Radeon R4;no;Windows 10;2,8;7,6;519
409;Dell;Inspiron 5570;Notebook;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;256;AMD Radeon 530;no;Windows 10;2,2;9,6;749
410;Lenovo;ThinkPad X270;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,36;5,6;1429
411;Lenovo;IdeaPad 320-15IAP;Notebook;Full HD 1920x1080;Intel Pentium Quad Core N4200 1.1GHz;4;128;Intel HD Graphics 505;yes;Windows 10;2,2;9,8;349
412;HP;Omen 15-AX205na;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1152;Nvidia GeForce GTX 1050;no;Windows 10;2,2;5,7;1099
413;Dell;Latitude 5480;Notebook;Full HD 1920x1080;Intel Core i5 7440HQ 2.8GHz;8;256;Nvidia GeForce 930MX;no;Windows 10;1,64;8,6;1179
414;Acer;Aspire ES1-572;Notebook;1366x768;Intel Core i5 7200U 2.5GHz;4;500;Intel HD Graphics 620;yes;Linux;2,4;8,9;441,8
415;Dell;Precision 3520;Workstation;Full HD 1920x1080;Intel Xeon E3-1505M V6 3GHz;8;1088;Nvidia Quadro M620;no;Windows 10;2,23;7,4;1993
416;MSI;GV62 7RD-1686NL;Gaming;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256;Nvidia GeForce GTX 1050;no;Windows 10;2,2;0;1027,74
417;Microsoft;Surface Laptop;Ultrabook;Other;Intel Core i7 7660U 2.5GHz;16;512;Intel Iris Plus Graphics 640;yes;Windows 10 S;1,25;5,8;2589
418;HP;15-bs024nv (i5-7200U/8GB/128GB/W10);Notebook;1366x768;Intel Core i5 7200U 2.5GHz;8;128;Intel HD Graphics 620;yes;Windows 10;1,91;8,3;589
419;Dell;Precision 3520;Workstation;IPS Panel Full HD 1920x1080;Intel Core i7 6820HQ 2.7GHz;16;256;Nvidia Quadro M620;no;Windows 10;2,17;6,8;1975
420;HP;ProBook 650;Workstation;IPS Panel Full HD 1920x1080;Intel Core i7 7820HQ 2.9GHz;8;512;Intel HD Graphics 620;yes;Windows 10;2,31;7,4;1534
421;Lenovo;ThinkPad T470;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,65;10;1345
422;Dell;Inspiron 5570;Notebook;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;1152;AMD Radeon 530;no;Windows 10;2,36;8,4;979
423;Dell;Inspiron 3168;2 in 1 Convertible;Touchscreen 1366x768;Intel Pentium Quad Core N3710 1.6GHz;4;500;Intel HD Graphics 405;yes;Windows 10;1,47;6,5;479
424;Dell;Alienware 17;Notebook;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.7GHz;8;1024;Nvidia GeForce GTX 1060;no;Windows 10;4,42;8,6;2046
425;Microsoft;Surface Laptop;Ultrabook;Other;Intel Core M m3-7Y30 2.2GHz;4;128;Intel HD Graphics 615;yes;Windows 10 S;1,252;8,4;989
426;Microsoft;Surface Laptop;Ultrabook;Other;Intel Core i7 7660U 2.5GHz;8;256;Intel Iris Plus Graphics 640;yes;Windows 10 S;1,25;5,5;1799
427;HP;17-BS092ND (i3-6006U/8GB/256GB/W10);Notebook;1600x900;Intel Core i3 6006U 2GHz;8;256;Intel HD Graphics 520;yes;Windows 10;2,5;9;639,9
428;Acer;Aspire E5-576G;Notebook;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;1024;Nvidia GeForce 940MX;no;Windows 10;2,23;6,2;544
429;Acer;TravelMate B;Netbook;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;128;Intel HD Graphics 400;yes;Windows 10;1,4;8,8;435
430;Asus;Pro P2540UA-AB51;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1024;Intel HD Graphics 620;yes;Windows 10;2,37;9,7;749
431;Lenovo;Thinkpad P51;Notebook;Full HD 1920x1080;Intel Core i7 7820HQ 2.9GHz;8;256;Nvidia Quadro M2200M;no;Windows 10;2,67;5,4;2090
432;Asus;X541NA-PD1003Y (N4200/4GB/500GB/W10);Notebook;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;500;Intel HD Graphics 500;yes;Windows 10;2;9,9;304
433;Acer;Aspire 5;Notebook;1366x768;Intel Core i3 6006U 2GHz;4;500;Nvidia GeForce GTX 940MX;no;Windows 10;2,2;6,1;469
434;Dell;Inspiron 5570;Notebook;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;2048;AMD Radeon 530;no;Windows 10;2,02;8,7;759
435;HP;Omen 17-an006nv;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12;1024;Nvidia GeForce GTX 1060;no;Windows 10;3,78;5,5;1699
436;Lenovo;Thinkpad T460s;Ultrabook;Other;Intel Core i7 6600U 2.6GHz;12;256;Intel HD Graphics 520;yes;Windows 10;1,4;5,5;1858
437;HP;Spectre x360;2 in 1 Convertible;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 8550U 1.8GHz;8;512;Intel UHD Graphics 620;yes;Windows 10;1,29;6,7;1999
438;HP;ZBook 15u;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;500;AMD FirePro W4190M;no;Windows 10;1,9;9,9;1154
439;Google;Pixelbook (Core;Ultrabook;Other;Intel Core i5 7Y57 1.2GHz;8;128;Intel HD Graphics 615;yes;Chrome OS;1,1;5,1;1275
440;Dell;Latitude 7390;Ultrabook;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;256;Intel UHD Graphics 620;yes;Windows 10;1,42;8,3;1841,85
441;Asus;ZenBook Pro;Notebook;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 6700HQ 2.6GHz;12;1152;Intel HD Graphics 530;yes;Windows 10;2,06;6,5;1299
442;Dell;Latitude E5470;Notebook;1366x768;Intel Core i3 6100U 2.3GHz;8;128;Intel HD Graphics 520;yes;Windows 10;1,79;9;740
443;Dell;Precision M5520;Workstation;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256;Nvidia Quadro M1200;no;Windows 10;1,78;6,5;2408
444;Lenovo;Thinkpad T470;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;180;Intel HD Graphics 620;yes;Windows 10;1,7;9,5;1364
445;Dell;Inspiron 3576;Notebook;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;1024;AMD Radeon 520;no;Windows 10;2,2;9,2;675
446;Toshiba;Portege X30-D-10J;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,05;8,5;1672
447;Dell;Inspiron 7570;Notebook;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;512;Nvidia GeForce 940MX;no;Windows 10;2,16;5,6;1262
448;Dell;Vostro 3568;Notebook;1366x768;Intel Core i3 7100U 2.4GHz;4;1024;Intel HD Graphics 620;yes;Windows 10;2,18;8,8;586,6
449;HP;ProBook 430;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;128;Intel UHD Graphics 620;yes;Windows 10;1,49;5;726
450;Chuwi;Lapbook 15,6;Notebook;Full HD 1920x1080;Intel Atom x5-Z8350 1.44GHz;4;64;Intel HD Graphics;yes;Windows 10;1,89;5,6;248,9
451;Lenovo;ThinkPad E570;Notebook;1366x768;Intel Core i3 6006U 2.0GHz;4;128;Intel HD Graphics 520;yes;Windows 10;2,3;9;565
452;Lenovo;ThinkPad E480;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256;Intel UHD Graphics 620;yes;Windows 10;1,75;5,2;1049
453;Dell;Precision 3520;Workstation;IPS Panel Full HD 1920x1080;Intel Core i7 6820HQ 2.7GHz;16;512;Nvidia Quadro M620;no;Windows 10;2,17;7,3;2338
454;Dell;XPS 15;Notebook;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512;Nvidia GeForce GTX 1050;no;Windows 10;2,06;9,7;1899
455;Lenovo;Thinkpad X270;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;512;Intel HD Graphics 620;yes;Windows 10;1,36;8,9;1798
456;Asus;Zenbook UX390UA;Ultrabook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;512;Intel HD Graphics 620;yes;Windows 10;0,91;5,3;1950
457;Lenovo;Thinkpad E570;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Nvidia GeForce 940MX;no;Windows 10;2,3;5,1;1011,99
458;Toshiba;Portege X30-D-10L;Ultrabook;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;32;512;Intel HD Graphics 620;yes;Windows 10;1,05;9,5;2799
